num_date_time,건물번호,일시,기온(C),강수량(mm),풍속(m/s),습도(%),건물유형,연면적(m2),냉방면적(m2),태양광용량(kW),ESS저장용량(kWh),PCS용량(kW)
83_20220828 1,83,2022082816,28,0,2.4,35,지식산업,199116.93,99603.87,-,-,-
83_20220828 1,83,2022082817,28.6,0,1.5,37,지식산업,199116.93,99603.87,-,-,-
83_20220828 1,83,2022082818,27,0,1.3,41,지식산업,199116.93,99603.87,-,-,-
83_20220828 1,83,2022082819,25,0,1.4,56,지식산업,199116.93,99603.87,-,-,-
83_20220828 2,83,2022082820,23,0,0.6,67,지식산업,199116.93,99603.87,-,-,-
83_20220828 2,83,2022082821,22.6,0,0.6,69,지식산업,199116.93,99603.87,-,-,-
83_20220828 2,83,2022082822,21.5,0,1.1,75,지식산업,199116.93,99603.87,-,-,-
83_20220828 2,83,2022082823,21.7,0,0.4,76,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082900,22.1,0,1.3,75,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082901,22.5,0,2.1,74,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082902,21.9,0,1.4,71,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082903,21.8,0,1.4,67,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082904,22.1,0,2.3,61,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082905,20.6,0,2,70,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082906,20.4,0,2.2,69,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082907,19.6,0.3,1.8,79,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082908,19.4,0.7,1,87,지식산업,199116.93,99603.87,-,-,-
83_20220829 0,83,2022082909,19.6,0.2,1.5,87,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082910,20.6,0,1.3,84,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082911,21,0,2.5,80,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082912,20.9,0.1,2.6,82,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082913,21.4,0.1,2.6,81,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082914,21.3,0,2.4,85,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082915,21.6,0,3.2,81,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082916,21.1,0,3.5,64,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082917,21.1,0,2.6,62,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082918,21,0,2.6,63,지식산업,199116.93,99603.87,-,-,-
83_20220829 1,83,2022082919,20.7,0,2.5,70,지식산업,199116.93,99603.87,-,-,-
83_20220829 2,83,2022082920,20.6,0,1.9,73,지식산업,199116.93,99603.87,-,-,-
83_20220829 2,83,2022082921,21,0,2.4,72,지식산업,199116.93,99603.87,-,-,-
83_20220829 2,83,2022082922,20.9,0,2.6,74,지식산업,199116.93,99603.87,-,-,-
83_20220829 2,83,2022082923,20.7,0,3.1,76,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083000,20.6,0,3.1,74,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083001,19,0.1,2.7,87,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083002,18.2,0.8,1.9,94,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083003,18,2.8,1.2,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083004,18,5.5,1,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083005,17.9,5.3,2.6,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083006,17.9,6.3,2,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083007,18.1,5,1.8,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083008,18.4,4.1,2,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 0,83,2022083009,18.8,2.7,2,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083010,19,1.6,2.6,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083011,19.2,2.7,3.1,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083012,19.9,1.4,1.6,97,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083013,19.8,3.3,1.8,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083014,19.9,3.2,2.4,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083015,20,1.7,1.8,97,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083016,20,1.3,3.6,97,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083017,20.2,1,1.2,98,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083018,19.9,3.3,0.8,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 1,83,2022083019,20.1,1.3,0.7,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 2,83,2022083020,20,0.7,0.5,100,지식산업,199116.93,99603.87,-,-,-
83_20220830 2,83,2022083021,19.8,0.5,1.4,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 2,83,2022083022,19.9,0.1,1.2,99,지식산업,199116.93,99603.87,-,-,-
83_20220830 2,83,2022083023,19.9,0,0.2,99,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083100,20,0,0.6,98,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083101,19.9,0,1.1,99,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083102,19.8,0,0.8,100,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083103,19.8,0,0.7,99,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083104,19.6,0,1.1,100,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083105,19.7,0,0.5,100,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083106,19.7,0,0.6,100,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083107,19.8,0,0.4,100,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083108,20.4,0,0.6,96,지식산업,199116.93,99603.87,-,-,-
83_20220831 0,83,2022083109,20.8,0,0.8,92,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083110,21.3,0,1.3,88,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083111,22,0,0.7,83,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083112,22,0,0.9,82,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083113,22.6,0,1,81,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083114,22.3,0,2.4,83,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083115,23,0,0.8,82,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083116,22.7,0,1.8,86,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083117,23.5,0,1.1,80,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083118,23.4,0,1,77,지식산업,199116.93,99603.87,-,-,-
83_20220831 1,83,2022083119,22.4,0,1.1,84,지식산업,199116.93,99603.87,-,-,-
83_20220831 2,83,2022083120,21.5,0,0.8,86,지식산업,199116.93,99603.87,-,-,-
83_20220831 2,83,2022083121,21.8,0,0.9,86,지식산업,199116.93,99603.87,-,-,-
83_20220831 2,83,2022083122,21.1,0,0.4,93,지식산업,199116.93,99603.87,-,-,-
83_20220831 2,83,2022083123,20.5,0,0,96,지식산업,199116.93,99603.87,-,-,-
84_20220825 0,84,2022082500,22.8,0,1.1,75,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082501,22.6,0,1,75,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082502,22.2,0,1,77,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082503,21.4,0,1,83,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082504,21.2,0,0.3,85,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082505,21.2,0,0.7,85,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082506,21,0,0.7,87,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082507,21.9,0,1,84,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082508,23,0,0.7,78,지식산업,174408.2,109973.1,-,-,-
84_20220825 0,84,2022082509,22.9,0,1.5,78,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082510,23.5,0,1.4,78,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082511,23.9,0,1,78,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082512,24.4,0,0.7,77,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082513,24.2,0,2.2,76,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082514,23.1,0,2.1,80,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082515,22.5,0.4,2.7,69,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082516,23.2,0,1.6,62,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082517,22.9,0,1.8,67,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082518,22.8,0,1,75,지식산업,174408.2,109973.1,-,-,-
84_20220825 1,84,2022082519,21.9,0,0.7,86,지식산업,174408.2,109973.1,-,-,-
84_20220825 2,84,2022082520,21.9,0,0.7,81,지식산업,174408.2,109973.1,-,-,-
84_20220825 2,84,2022082521,21.4,0,0.4,84,지식산업,174408.2,109973.1,-,-,-
84_20220825 2,84,2022082522,21,0,0.9,83,지식산업,174408.2,109973.1,-,-,-
84_20220825 2,84,2022082523,20.5,0,0.4,87,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082600,20.3,0,0.1,88,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082601,19.6,0,0.5,90,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082602,19.4,0,0.1,91,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082603,19.5,0,0.9,92,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082604,18.3,0,0.5,95,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082605,19.1,0,1.8,94,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082606,19.2,0,1.2,94,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082607,20,0,1.2,91,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082608,20.7,0,0.9,87,지식산업,174408.2,109973.1,-,-,-
84_20220826 0,84,2022082609,22.2,0,1.9,82,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082610,24.4,0,1.1,74,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082611,25.6,0,1.6,68,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082612,26.8,0,1.9,61,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082613,27.7,0,2.7,59,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082614,27.4,0,3.1,62,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082615,27.4,0,3.5,61,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082616,27.7,0,3.9,56,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082617,26.5,0,3.3,57,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082618,25.5,0,3.1,67,지식산업,174408.2,109973.1,-,-,-
84_20220826 1,84,2022082619,24.1,0,1.7,78,지식산업,174408.2,109973.1,-,-,-
84_20220826 2,84,2022082620,23.8,0,2.1,78,지식산업,174408.2,109973.1,-,-,-
84_20220826 2,84,2022082621,22.8,0,1.2,84,지식산업,174408.2,109973.1,-,-,-
84_20220826 2,84,2022082622,23,0,2.1,83,지식산업,174408.2,109973.1,-,-,-
84_20220826 2,84,2022082623,22.3,0,1.2,86,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082700,22.3,0,1.1,87,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082701,22.1,0,0.2,86,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082702,21.4,0,0.6,92,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082703,21.4,2.4,2.6,95,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082704,21.1,0,2.7,87,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082705,19.6,0,3,79,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082706,18.6,0,2.1,85,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082707,18.6,0,2.3,79,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082708,19.9,0,2.7,66,지식산업,174408.2,109973.1,-,-,-
84_20220827 0,84,2022082709,21.1,0,4.1,50,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082710,22.1,0,3.9,43,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082711,22.9,0,4.7,40,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082712,23.6,0,3.4,42,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082713,24,0,3.6,40,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082714,25,0,2.9,42,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082715,24.9,0,3.3,44,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082716,24.9,0,3.5,48,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082717,25.2,0,3.2,45,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082718,24.6,0,3.1,46,지식산업,174408.2,109973.1,-,-,-
84_20220827 1,84,2022082719,22.9,0,2.3,51,지식산업,174408.2,109973.1,-,-,-
84_20220827 2,84,2022082720,21.5,0,1.1,58,지식산업,174408.2,109973.1,-,-,-
84_20220827 2,84,2022082721,20.8,0,1.7,61,지식산업,174408.2,109973.1,-,-,-
84_20220827 2,84,2022082722,20.4,0,2.3,63,지식산업,174408.2,109973.1,-,-,-
84_20220827 2,84,2022082723,19.7,0,1.5,66,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082800,18.8,0,1.5,72,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082801,17.2,0,1.2,83,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082802,16.4,0,1.1,89,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082803,15.8,0,1,90,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082804,15.3,0,0.4,93,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082805,14.8,0,0.6,94,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082806,15,0,0.4,94,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082807,16.7,0,0.3,90,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082808,20.6,0,1.7,68,지식산업,174408.2,109973.1,-,-,-
84_20220828 0,84,2022082809,21.3,0,2.3,60,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082810,23.5,0,2.8,54,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082811,24.6,0,3.1,48,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082812,25.7,0,4,42,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082813,26.5,0,2.9,40,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082814,27.1,0,2.9,38,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082815,28.3,0,1.4,38,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082816,28,0,2.4,35,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082817,28.6,0,1.5,37,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082818,27,0,1.3,41,지식산업,174408.2,109973.1,-,-,-
84_20220828 1,84,2022082819,25,0,1.4,56,지식산업,174408.2,109973.1,-,-,-
84_20220828 2,84,2022082820,23,0,0.6,67,지식산업,174408.2,109973.1,-,-,-
84_20220828 2,84,2022082821,22.6,0,0.6,69,지식산업,174408.2,109973.1,-,-,-
84_20220828 2,84,2022082822,21.5,0,1.1,75,지식산업,174408.2,109973.1,-,-,-
84_20220828 2,84,2022082823,21.7,0,0.4,76,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082900,22.1,0,1.3,75,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082901,22.5,0,2.1,74,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082902,21.9,0,1.4,71,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082903,21.8,0,1.4,67,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082904,22.1,0,2.3,61,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082905,20.6,0,2,70,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082906,20.4,0,2.2,69,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082907,19.6,0.3,1.8,79,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082908,19.4,0.7,1,87,지식산업,174408.2,109973.1,-,-,-
84_20220829 0,84,2022082909,19.6,0.2,1.5,87,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082910,20.6,0,1.3,84,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082911,21,0,2.5,80,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082912,20.9,0.1,2.6,82,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082913,21.4,0.1,2.6,81,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082914,21.3,0,2.4,85,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082915,21.6,0,3.2,81,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082916,21.1,0,3.5,64,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082917,21.1,0,2.6,62,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082918,21,0,2.6,63,지식산업,174408.2,109973.1,-,-,-
84_20220829 1,84,2022082919,20.7,0,2.5,70,지식산업,174408.2,109973.1,-,-,-
84_20220829 2,84,2022082920,20.6,0,1.9,73,지식산업,174408.2,109973.1,-,-,-
84_20220829 2,84,2022082921,21,0,2.4,72,지식산업,174408.2,109973.1,-,-,-
84_20220829 2,84,2022082922,20.9,0,2.6,74,지식산업,174408.2,109973.1,-,-,-
84_20220829 2,84,2022082923,20.7,0,3.1,76,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083000,20.6,0,3.1,74,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083001,19,0.1,2.7,87,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083002,18.2,0.8,1.9,94,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083003,18,2.8,1.2,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083004,18,5.5,1,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083005,17.9,5.3,2.6,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083006,17.9,6.3,2,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083007,18.1,5,1.8,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083008,18.4,4.1,2,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 0,84,2022083009,18.8,2.7,2,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083010,19,1.6,2.6,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083011,19.2,2.7,3.1,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083012,19.9,1.4,1.6,97,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083013,19.8,3.3,1.8,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083014,19.9,3.2,2.4,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083015,20,1.7,1.8,97,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083016,20,1.3,3.6,97,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083017,20.2,1,1.2,98,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083018,19.9,3.3,0.8,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 1,84,2022083019,20.1,1.3,0.7,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 2,84,2022083020,20,0.7,0.5,100,지식산업,174408.2,109973.1,-,-,-
84_20220830 2,84,2022083021,19.8,0.5,1.4,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 2,84,2022083022,19.9,0.1,1.2,99,지식산업,174408.2,109973.1,-,-,-
84_20220830 2,84,2022083023,19.9,0,0.2,99,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083100,20,0,0.6,98,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083101,19.9,0,1.1,99,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083102,19.8,0,0.8,100,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083103,19.8,0,0.7,99,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083104,19.6,0,1.1,100,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083105,19.7,0,0.5,100,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083106,19.7,0,0.6,100,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083107,19.8,0,0.4,100,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083108,20.4,0,0.6,96,지식산업,174408.2,109973.1,-,-,-
84_20220831 0,84,2022083109,20.8,0,0.8,92,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083110,21.3,0,1.3,88,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083111,22,0,0.7,83,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083112,22,0,0.9,82,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083113,22.6,0,1,81,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083114,22.3,0,2.4,83,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083115,23,0,0.8,82,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083116,22.7,0,1.8,86,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083117,23.5,0,1.1,80,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083118,23.4,0,1,77,지식산업,174408.2,109973.1,-,-,-
84_20220831 1,84,2022083119,22.4,0,1.1,84,지식산업,174408.2,109973.1,-,-,-
84_20220831 2,84,2022083120,21.5,0,0.8,86,지식산업,174408.2,109973.1,-,-,-
84_20220831 2,84,2022083121,21.8,0,0.9,86,지식산업,174408.2,109973.1,-,-,-
84_20220831 2,84,2022083122,21.1,0,0.4,93,지식산업,174408.2,109973.1,-,-,-
84_20220831 2,84,2022083123,20.5,0,0,96,지식산업,174408.2,109973.1,-,-,-
85_20220825 0,85,2022082500,23.5,0,2.2,72,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082501,23,0,0.9,72,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082502,22.7,0,1.5,75,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082503,22.1,0,1.3,78,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082504,21.8,0,1,77,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082505,21.6,0,1.6,81,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082506,21.5,0,2.3,84,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082507,21.7,0,1.4,83,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082508,22.3,0,2.2,82,할인마트,71591,35000,-,-,-
85_20220825 0,85,2022082509,22.7,0,2.4,78,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082510,23.5,0,1,77,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082511,24,0,1.6,76,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082512,23.8,0.7,0.7,82,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082513,23,0.3,2.8,85,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082514,22.5,0.5,2.4,90,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082515,22.1,0.1,1.6,63,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082516,22.5,0,2.4,71,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082517,22.6,0,3,79,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082518,22.5,0,2,79,할인마트,71591,35000,-,-,-
85_20220825 1,85,2022082519,22.2,0,1.9,79,할인마트,71591,35000,-,-,-
85_20220825 2,85,2022082520,21.9,0,2.6,79,할인마트,71591,35000,-,-,-
85_20220825 2,85,2022082521,21.7,0,2.7,79,할인마트,71591,35000,-,-,-
85_20220825 2,85,2022082522,21.4,0,0.6,79,할인마트,71591,35000,-,-,-
85_20220825 2,85,2022082523,21.2,0,1.7,82,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082600,21.1,0,1.7,81,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082601,20.8,0,2.3,82,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082602,20.8,0,2.4,83,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082603,20.3,0,1.8,85,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082604,20.4,0,2,87,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082605,20.5,0,0.8,86,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082606,20.1,0,0.9,88,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082607,20,0,1.4,89,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082608,21.3,0,2,87,할인마트,71591,35000,-,-,-
85_20220826 0,85,2022082609,22.8,0,0.9,80,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082610,23.9,0,2.1,75,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082611,25.6,0,1.2,71,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082612,26.5,0,2.3,64,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082613,27.3,0,1.9,61,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082614,27.4,0,2.5,58,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082615,28.2,0,3.8,57,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082616,27.9,0,4.2,60,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082617,26.6,0,4.1,61,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082618,25.9,0,3.4,67,할인마트,71591,35000,-,-,-
85_20220826 1,85,2022082619,24.8,0,4,69,할인마트,71591,35000,-,-,-
85_20220826 2,85,2022082620,24.1,0,2.5,77,할인마트,71591,35000,-,-,-
85_20220826 2,85,2022082621,23.7,0,2.7,79,할인마트,71591,35000,-,-,-
